,region,country,emissions,source,type,segment,reason,year,notes
264,Africa,Mozambique,0.0040000001899898,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
265,Africa,Mozambique,0.7262560725212097,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
266,Africa,Mozambique,59.96969985961914,IEA,Energy,Steam coal,All,2022,
267,Africa,Mozambique,227.35589599609372,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
271,Africa,Namibia,1.96399998664856,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
272,Africa,Namibia,0.6670891642570496,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
273,Africa,Namibia,2.631089210510254,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
277,Africa,Niger,34.108001708984375,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
278,Africa,Niger,0.0476502999663353,IEA,Energy,Onshore gas,Fugitive,2022,
279,Africa,Niger,0.1033909991383552,IEA,Energy,Onshore gas,Vented,2022,
280,Africa,Niger,1.3636599779129028,IEA,Energy,Onshore oil,Flared,2022,
281,Africa,Niger,0.3365640044212341,IEA,Energy,Onshore oil,Fugitive,2022,
282,Africa,Niger,4.559800148010254,IEA,Energy,Onshore oil,Vented,2022,
283,Africa,Niger,0.0040000001899898,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
284,Africa,Niger,0.344618022441864,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
285,Africa,Niger,40.86768341064453,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
289,Africa,Nigeria,1331.7440185546875,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
290,Africa,Nigeria,77.07129669189453,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
291,Africa,Nigeria,41.09450149536133,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
292,Africa,Nigeria,29.768400192260746,IEA,Energy,Offshore gas,Fugitive,2022,
293,Africa,Nigeria,64.59130096435547,IEA,Energy,Offshore gas,Vented,2022,
294,Africa,Nigeria,203.0249938964844,IEA,Energy,Offshore oil,Flared,2022,
295,Africa,Nigeria,50.9286003112793,IEA,Energy,Offshore oil,Fugitive,2022,
296,Africa,Nigeria,689.9849853515625,IEA,Energy,Offshore oil,Vented,2022,
297,Africa,Nigeria,63.722599029541016,IEA,Energy,Onshore gas,Fugitive,2022,
298,Africa,Nigeria,138.26499938964844,IEA,Energy,Onshore gas,Vented,2022,
299,Africa,Nigeria,103.51300048828124,IEA,Energy,Onshore oil,Flared,2022,
300,Africa,Nigeria,33.831600189208984,IEA,Energy,Onshore oil,Fugitive,2022,
301,Africa,Nigeria,458.3529968261719,IEA,Energy,Onshore oil,Vented,2022,
302,Africa,Nigeria,0.0120000001043081,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
303,Africa,Nigeria,20.165971755981445,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
304,Africa,Nigeria,3306.0712890625,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
308,Africa,Senegal,12.055999755859377,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
309,Africa,Senegal,0.0599596984684467,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
310,Africa,Senegal,0.0319706015288829,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
311,Africa,Senegal,0.0263592004776,IEA,Energy,Onshore gas,Fugitive,2022,
312,Africa,Senegal,0.0571939013898372,IEA,Energy,Onshore gas,Vented,2022,
313,Africa,Senegal,0.1319999992847442,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
314,Africa,Senegal,0.6613935232162476,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
315,Africa,Senegal,13.024876594543455,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
325,Africa,Somalia,29.507999420166016,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
326,Africa,Somalia,29.507999420166016,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
330,Africa,South Africa,40.56800079345703,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
331,Africa,South Africa,27.75239944458008,IEA,Energy,Coking coal,All,2022,
332,Africa,South Africa,8.12007999420166,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
333,Africa,South Africa,4.329629898071289,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
334,Africa,South Africa,0.9555789828300476,IEA,Energy,Offshore gas,Fugitive,2022,
335,Africa,South Africa,2.0734100341796875,IEA,Energy,Offshore gas,Vented,2022,
336,Africa,South Africa,0.0470969006419181,IEA,Energy,Offshore oil,Flared,2022,
337,Africa,South Africa,0.0287331994622945,IEA,Energy,Offshore oil,Fugitive,2022,
338,Africa,South Africa,0.3892799913883209,IEA,Energy,Offshore oil,Vented,2022,
339,Africa,South Africa,0.0410393998026847,IEA,Energy,Onshore gas,Fugitive,2022,
340,Africa,South Africa,0.0890469029545784,IEA,Energy,Onshore gas,Vented,2022,
341,Africa,South Africa,0.0378464981913566,IEA,Energy,Onshore oil,Flared,2022,
342,Africa,South Africa,2.7900099754333496,IEA,Energy,Onshore oil,Fugitive,2022,
343,Africa,South Africa,37.79940032958984,IEA,Energy,Onshore oil,Vented,2022,
344,Africa,South Africa,42.82400131225586,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
345,Africa,South Africa,10.874122619628906,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
346,Africa,South Africa,1060.31005859375,IEA,Energy,Steam coal,All,2022,
347,Africa,South Africa,1239.0296630859375,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
351,Africa,South Sudan,2.3320000171661377,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
352,Africa,South Sudan,5.1195597648620605,IEA,Energy,Onshore oil,Fugitive,2022,
353,Africa,South Sudan,69.36029815673828,IEA,Energy,Onshore oil,Vented,2022,
354,Africa,South Sudan,0.177035391330719,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
355,Africa,South Sudan,76.9888916015625,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
359,Africa,Sudan,77.20800018310547,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
360,Africa,Sudan,17.532499313354492,IEA,Energy,Onshore oil,Flared,2022,
361,Africa,Sudan,3.1361899375915527,IEA,Energy,Onshore oil,Fugitive,2022,
362,Africa,Sudan,42.48939895629883,IEA,Energy,Onshore oil,Vented,2022,
363,Africa,Sudan,2.6997392177581787,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
364,Africa,Sudan,143.06582641601562,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
368,Africa,Tanzania,192.06399536132807,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
369,Africa,Tanzania,2.064310073852539,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
370,Africa,Tanzania,1.1006900072097778,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
371,Africa,Tanzania,0.7120620012283325,IEA,Energy,Offshore gas,Fugitive,2022,
372,Africa,Tanzania,1.5450299978256226,IEA,Energy,Offshore gas,Vented,2022,
373,Africa,Tanzania,1.2581199407577517,IEA,Energy,Onshore gas,Fugitive,2022,
374,Africa,Tanzania,2.729870080947876,IEA,Energy,Onshore gas,Vented,2022,
375,Africa,Tanzania,0.1800000071525573,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
376,Africa,Tanzania,1.7361462116241455,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
377,Africa,Tanzania,203.3902282714844,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
381,Africa,Togo,18.756000518798828,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
382,Africa,Togo,0.1020750030875206,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
383,Africa,Togo,0.0544265992939472,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
384,Africa,Togo,0.3130891323089599,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
385,Africa,Togo,19.2255916595459,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
389,Africa,Tunisia,10.128000259399414,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
390,Africa,Tunisia,12.041299819946287,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
391,Africa,Tunisia,6.420420169830322,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
392,Africa,Tunisia,1.0379799604415894,IEA,Energy,Offshore gas,Fugitive,2022,
393,Africa,Tunisia,2.2522099018096924,IEA,Energy,Offshore gas,Vented,2022,
394,Africa,Tunisia,5.638070106506348,IEA,Energy,Offshore oil,Flared,2022,
395,Africa,Tunisia,0.5806980133056641,IEA,Energy,Offshore oil,Fugitive,2022,
396,Africa,Tunisia,7.867350101470947,IEA,Energy,Offshore oil,Vented,2022,
397,Africa,Tunisia,1.811100006103516,IEA,Energy,Onshore gas,Fugitive,2022,
398,Africa,Tunisia,3.929709911346436,IEA,Energy,Onshore gas,Vented,2022,
399,Africa,Tunisia,9.012370109558104,IEA,Energy,Onshore oil,Flared,2022,
400,Africa,Tunisia,0.9943600296974182,IEA,Energy,Onshore oil,Fugitive,2022,
401,Africa,Tunisia,13.471699714660645,IEA,Energy,Onshore oil,Vented,2022,
402,Africa,Tunisia,2.048957347869873,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
403,Africa,Tunisia,77.23422241210938,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
407,Asia Pacific,Australia,17.76799964904785,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
408,Asia Pacific,Australia,888.1339721679688,IEA,Energy,Coking coal,All,2022,
409,Asia Pacific,Australia,40.49660110473633,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
410,Asia Pacific,Australia,21.59280014038086,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
411,Asia Pacific,Australia,70.10890197753906,IEA,Energy,Offshore gas,Fugitive,2022,
412,Asia Pacific,Australia,152.1219940185547,IEA,Energy,Offshore gas,Vented,2022,
413,Asia Pacific,Australia,9.667490005493164,IEA,Energy,Offshore oil,Flared,2022,
414,Asia Pacific,Australia,1.188140034675598,IEA,Energy,Offshore oil,Fugitive,2022,
415,Asia Pacific,Australia,16.09709930419922,IEA,Energy,Offshore oil,Vented,2022,
416,Asia Pacific,Australia,45.1234016418457,IEA,Energy,Onshore gas,Fugitive,2022,
417,Asia Pacific,Australia,97.9083023071289,IEA,Energy,Onshore gas,Vented,2022,
418,Asia Pacific,Australia,13.968099594116213,IEA,Energy,Onshore oil,Flared,2022,
419,Asia Pacific,Australia,3.109220027923584,IEA,Energy,Onshore oil,Fugitive,2022,
420,Asia Pacific,Australia,42.12409973144531,IEA,Energy,Onshore oil,Vented,2022,
421,Asia Pacific,Australia,7.86244010925293,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
422,Asia Pacific,Australia,24.18429183959961,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
423,Asia Pacific,Australia,3.299999952316284,IEA,Energy,Satellite-detected large oil and gas emissions,All,2022,
424,Asia Pacific,Australia,777.4840087890625,IEA,Energy,Steam coal,All,2022,
425,Asia Pacific,Australia,2232.23876953125,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
429,Asia Pacific,Bangladesh,98.3239974975586,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
430,Asia Pacific,Bangladesh,64.60040283203125,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
431,Asia Pacific,Bangladesh,34.44499969482422,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
432,Asia Pacific,Bangladesh,39.714500427246094,IEA,Energy,Onshore gas,Fugitive,2022,
433,Asia Pacific,Bangladesh,86.17220306396484,IEA,Energy,Onshore gas,Vented,2022,
434,Asia Pacific,Bangladesh,0.5414190292358398,IEA,Energy,Onshore oil,Flared,2022,
435,Asia Pacific,Bangladesh,0.1875250041484832,IEA,Energy,Onshore oil,Fugitive,2022,
436,Asia Pacific,Bangladesh,2.540600061416626,IEA,Energy,Onshore oil,Vented,2022,
437,Asia Pacific,Bangladesh,0.7120000123977661,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
438,Asia Pacific,Bangladesh,7.098189353942871,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
439,Asia Pacific,Bangladesh,334.3358459472656,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
443,Asia Pacific,Brunei,3.983299970626831,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
444,Asia Pacific,Brunei,2.1238999366760254,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
445,Asia Pacific,Brunei,5.478209972381592,IEA,Energy,Offshore gas,Fugitive,2022,
446,Asia Pacific,Brunei,11.88659954071045,IEA,Energy,Offshore gas,Vented,2022,
447,Asia Pacific,Brunei,2.370460033416748,IEA,Energy,Offshore oil,Flared,2022,
448,Asia Pacific,Brunei,0.7934520244598389,IEA,Energy,Offshore oil,Fugitive,2022,
449,Asia Pacific,Brunei,10.749799728393556,IEA,Energy,Offshore oil,Vented,2022,
450,Asia Pacific,Brunei,0.3530679941177368,IEA,Energy,Onshore gas,Fugitive,2022,
451,Asia Pacific,Brunei,0.7660840153694153,IEA,Energy,Onshore gas,Vented,2022,
452,Asia Pacific,Brunei,0.4989509880542755,IEA,Energy,Onshore oil,Flared,2022,
453,Asia Pacific,Brunei,0.272163987159729,IEA,Energy,Onshore oil,Fugitive,2022,
454,Asia Pacific,Brunei,3.687309980392456,IEA,Energy,Onshore oil,Vented,2022,
455,Asia Pacific,Brunei,0.0240000002086162,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
456,Asia Pacific,Brunei,0.5199947953224182,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
457,Asia Pacific,Brunei,43.50729370117188,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
461,Asia Pacific,China,984.2000122070312,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
462,Asia Pacific,China,5418.77001953125,IEA,Energy,Coking coal,All,2022,
463,Asia Pacific,China,552.1199951171875,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
464,Asia Pacific,China,294.3909912109375,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
465,Asia Pacific,China,16.911100387573242,IEA,Energy,Offshore gas,Fugitive,2022,
466,Asia Pacific,China,36.69369888305664,IEA,Energy,Offshore gas,Vented,2022,
467,Asia Pacific,China,15.84280014038086,IEA,Energy,Offshore oil,Flared,2022,
468,Asia Pacific,China,18.19700050354004,IEA,Energy,Offshore oil,Fugitive,2022,
469,Asia Pacific,China,246.53500366210935,IEA,Energy,Offshore oil,Vented,2022,
470,Asia Pacific,China,254.2760009765625,IEA,Energy,Onshore gas,Fugitive,2022,
471,Asia Pacific,China,551.7260131835938,IEA,Energy,Onshore gas,Vented,2022,
472,Asia Pacific,China,52.604000091552734,IEA,Energy,Onshore oil,Flared,2022,
473,Asia Pacific,China,64.79519653320312,IEA,Energy,Onshore oil,Fugitive,2022,
474,Asia Pacific,China,877.8510131835938,IEA,Energy,Onshore oil,Vented,2022,
475,Asia Pacific,China,801.6087646484375,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
476,Asia Pacific,China,376.70068359375,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
477,Asia Pacific,China,14809.0,IEA,Energy,Steam coal,All,2022,
478,Asia Pacific,China,25372.22265625,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
482,Asia Pacific,India,1378.843994140625,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
483,Asia Pacific,India,89.01860046386719,IEA,Energy,Coking coal,All,2022,
484,Asia Pacific,India,191.9250030517578,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
485,Asia Pacific,India,102.33399963378906,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
486,Asia Pacific,India,43.62739944458008,IEA,Energy,Offshore gas,Fugitive,2022,
487,Asia Pacific,India,94.66230010986328,IEA,Energy,Offshore gas,Vented,2022,
488,Asia Pacific,India,36.68199920654297,IEA,Energy,Offshore oil,Flared,2022,
489,Asia Pacific,India,12.715800285339355,IEA,Energy,Offshore oil,Fugitive,2022,
490,Asia Pacific,India,172.27499389648438,IEA,Energy,Offshore oil,Vented,2022,
491,Asia Pacific,India,15.409700393676758,IEA,Energy,Onshore gas,Fugitive,2022,
492,Asia Pacific,India,33.43579864501953,IEA,Energy,Onshore gas,Vented,2022,
493,Asia Pacific,India,35.81230163574219,IEA,Energy,Onshore oil,Flared,2022,
494,Asia Pacific,India,14.347399711608888,IEA,Energy,Onshore oil,Fugitive,2022,
495,Asia Pacific,India,194.3800048828125,IEA,Energy,Onshore oil,Vented,2022,
496,Asia Pacific,India,103.2058563232422,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
497,Asia Pacific,India,88.38098907470703,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
498,Asia Pacific,India,11.300000190734863,IEA,Energy,Satellite-detected large oil and gas emissions,All,2022,
499,Asia Pacific,India,2566.8798828125,IEA,Energy,Steam coal,All,2022,
500,Asia Pacific,India,5185.236328125,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
504,Asia Pacific,Indonesia,185.17599487304688,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
505,Asia Pacific,Indonesia,112.91500091552734,IEA,Energy,Coking coal,All,2022,
506,Asia Pacific,Indonesia,113.21800231933594,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
507,Asia Pacific,Indonesia,60.36790084838867,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
508,Asia Pacific,Indonesia,62.73059844970703,IEA,Energy,Offshore gas,Fugitive,2022,
509,Asia Pacific,Indonesia,136.11199951171875,IEA,Energy,Offshore gas,Vented,2022,
510,Asia Pacific,Indonesia,8.883480072021484,IEA,Energy,Offshore oil,Flared,2022,
511,Asia Pacific,Indonesia,3.320489883422852,IEA,Energy,Offshore oil,Fugitive,2022,
512,Asia Pacific,Indonesia,44.98630142211914,IEA,Energy,Offshore oil,Vented,2022,
513,Asia Pacific,Indonesia,45.64720153808594,IEA,Energy,Onshore gas,Fugitive,2022,
514,Asia Pacific,Indonesia,99.0448989868164,IEA,Energy,Onshore gas,Vented,2022,
515,Asia Pacific,Indonesia,49.85810089111328,IEA,Energy,Onshore oil,Flared,2022,
516,Asia Pacific,Indonesia,20.07150077819824,IEA,Energy,Onshore oil,Fugitive,2022,
517,Asia Pacific,Indonesia,271.9309997558594,IEA,Energy,Onshore oil,Vented,2022,
